image_id,neighbor_rank,neighbor_image_id,embedding_similarity,filtered_jaccard,raw_jaccard,source_filtered_concepts,neighbor_filtered_concepts,source_raw_concepts,neighbor_raw_concepts
img_000747,1,img_001034,0.9713575839996338,1.0,1.0,,,,
img_000747,2,img_001858,0.9706864356994629,1.0,1.0,,,,
img_000747,3,img_001618,0.9705618023872375,1.0,1.0,,,,
img_000747,4,img_001323,0.9704921245574951,1.0,1.0,,,,
img_000747,5,img_000995,0.9699599742889404,1.0,1.0,,,,
img_000748,1,img_000620,0.9915019273757935,1.0,1.0,,,,
img_000748,2,img_000989,0.9910491704940796,1.0,1.0,,,,
img_000748,3,img_001514,0.9909669160842896,1.0,1.0,,,,
img_000748,4,img_000527,0.9896461367607117,1.0,1.0,,,,
img_000748,5,img_001002,0.989570140838623,1.0,1.0,,,,
img_000749,1,img_002310,0.9797664880752563,1.0,1.0,,,,
img_000749,2,img_002426,0.9759289026260376,1.0,1.0,,,,
img_000749,3,img_001357,0.9758815169334412,1.0,1.0,,,,
img_000749,4,img_001436,0.97515869140625,1.0,1.0,,,,
img_000749,5,img_001739,0.9747622013092041,1.0,1.0,,,,
img_000750,1,img_000784,0.9798972606658936,1.0,1.0,,,,
img_000750,2,img_001481,0.9788601994514465,1.0,1.0,,,,
img_000750,3,img_002341,0.9787596464157104,1.0,1.0,,,,
img_000750,4,img_000336,0.9777787923812866,1.0,1.0,,,,
img_000750,5,img_000138,0.9767043590545654,1.0,1.0,,,,
img_000751,1,img_001569,0.9492852687835693,1.0,1.0,,,,
img_000751,2,img_001754,0.949280321598053,1.0,1.0,,,,
img_000751,3,img_002639,0.9491549134254456,1.0,1.0,,,,
img_000751,4,img_000911,0.9464542865753174,1.0,1.0,,,,
img_000751,5,img_001568,0.9457463622093201,1.0,1.0,,,,
img_000752,1,img_002340,0.9816673994064331,1.0,1.0,,,,
img_000752,2,img_001916,0.9816203713417053,1.0,1.0,,,,
img_000752,3,img_000320,0.9812415838241577,1.0,1.0,,,,
img_000752,4,img_001800,0.9811784029006958,1.0,1.0,,,,
img_000752,5,img_000886,0.9810589551925659,1.0,1.0,,,,
img_000753,1,img_000018,0.9887331128120422,1.0,1.0,,,,
img_000753,2,img_000734,0.9886085391044617,1.0,1.0,,,,
img_000753,3,img_001016,0.988511860370636,1.0,1.0,,,,
img_000753,4,img_002613,0.988176167011261,1.0,1.0,,,,
img_000753,5,img_000352,0.988119900226593,1.0,1.0,,,,
img_000754,1,img_000595,0.9811094999313354,1.0,1.0,,,,
img_000754,2,img_002120,0.9803236722946167,1.0,1.0,,,,
img_000754,3,img_001358,0.9796102046966553,1.0,1.0,,,,
img_000754,4,img_000765,0.9792590141296387,1.0,1.0,,,,
img_000754,5,img_002347,0.9786120653152466,1.0,1.0,,,,
img_000755,1,img_002627,0.9799519181251526,1.0,1.0,,,,
img_000755,2,img_002794,0.9793241024017334,1.0,1.0,,,,
img_000755,3,img_000775,0.9788882732391357,1.0,1.0,,,,
img_000755,4,img_002929,0.9788771867752075,1.0,1.0,,,,
img_000755,5,img_000111,0.9788079261779785,1.0,1.0,,,,
img_000756,1,img_000342,0.9913696050643921,1.0,1.0,,,,
img_000756,2,img_001907,0.9895937442779541,1.0,1.0,,,,
img_000756,3,img_001409,0.9894261360168457,1.0,1.0,,,,
img_000756,4,img_001726,0.989232063293457,1.0,1.0,,,,
img_000756,5,img_000574,0.989151120185852,1.0,1.0,,,,
img_000757,1,img_001354,0.9881008863449097,1.0,1.0,,,,
img_000757,2,img_001189,0.9878972768783569,1.0,1.0,,,,
img_000757,3,img_001104,0.9873321056365967,1.0,1.0,,,,
img_000757,4,img_000962,0.9872709512710571,1.0,1.0,,,,
img_000757,5,img_002894,0.9871015548706055,1.0,1.0,,,,
img_000758,1,img_002472,0.9818599820137024,1.0,1.0,,,,
img_000758,2,img_001530,0.9809393882751465,1.0,1.0,,,,
img_000758,3,img_002979,0.9808134436607361,1.0,1.0,,,,
img_000758,4,img_000794,0.980044424533844,1.0,1.0,,,,
img_000758,5,img_002550,0.9800295829772949,1.0,1.0,,,,
img_000759,1,img_001045,0.9712380170822144,1.0,1.0,,,,
img_000759,2,img_002120,0.9708775877952576,1.0,1.0,,,,
img_000759,3,img_000595,0.9707915782928467,1.0,1.0,,,,
img_000759,4,img_001906,0.9701064825057983,1.0,1.0,,,,
img_000759,5,img_002111,0.9698737263679504,1.0,1.0,,,,
img_000760,1,img_001778,0.9839637279510498,1.0,1.0,,,,
img_000760,2,img_001162,0.9828735589981079,1.0,1.0,,,,
img_000760,3,img_001944,0.9817609786987305,1.0,1.0,,,,
img_000760,4,img_001650,0.9802179932594299,1.0,1.0,,,,
img_000760,5,img_000455,0.9799560308456421,1.0,1.0,,,,
img_000761,1,img_000309,0.9679989218711853,1.0,1.0,,,,
img_000761,2,img_000155,0.9677087068557739,1.0,1.0,,,,
img_000761,3,img_002082,0.9674133062362671,1.0,1.0,,,,
img_000761,4,img_000325,0.9669620990753174,1.0,1.0,,,,
img_000761,5,img_000024,0.9630971550941467,1.0,1.0,,,,
img_000762,1,img_002173,0.9836774468421936,1.0,1.0,,,,
img_000762,2,img_000290,0.9827027320861816,1.0,1.0,,,,
img_000762,3,img_001380,0.9800959229469299,1.0,1.0,,,,
img_000762,4,img_002536,0.9798281192779541,1.0,1.0,,,,
img_000762,5,img_001728,0.9794933795928955,1.0,1.0,,,,
img_000763,1,img_001244,0.9801661372184753,1.0,1.0,,,,
img_000763,2,img_000231,0.9795525074005127,1.0,1.0,,,,
img_000763,3,img_001333,0.9795351624488831,1.0,1.0,,,,
img_000763,4,img_000869,0.9794604778289795,1.0,1.0,,,,
img_000763,5,img_001790,0.9792807102203369,1.0,1.0,,,,
img_000764,1,img_001372,0.9896211624145508,1.0,1.0,,,,
img_000764,2,img_002945,0.9892133474349976,1.0,1.0,,,,
img_000764,3,img_000627,0.989190936088562,1.0,1.0,,,,
img_000764,4,img_001412,0.9887010455131531,1.0,1.0,,,,
img_000764,5,img_000168,0.9880448579788208,1.0,1.0,,,,
img_000765,1,img_000698,0.9859648942947388,1.0,1.0,,,,
img_000765,2,img_002418,0.9844139814376831,1.0,1.0,,,,
img_000765,3,img_002257,0.9836512804031372,1.0,1.0,,,,
img_000765,4,img_001465,0.9834693074226379,1.0,1.0,,,,
img_000765,5,img_000949,0.9825642108917236,1.0,1.0,,,,
img_000766,1,img_002411,0.9756121635437012,1.0,1.0,,,,
img_000766,2,img_000141,0.9732890725135803,1.0,1.0,,,,
img_000766,3,img_000628,0.9712953567504883,1.0,1.0,,,,
img_000766,4,img_000807,0.9711362719535828,1.0,1.0,,,,
img_000766,5,img_002806,0.9692206978797913,1.0,1.0,,,,
img_000767,1,img_001187,0.9911066293716431,1.0,1.0,,,,
img_000767,2,img_002741,0.9903369545936584,1.0,1.0,,,,
img_000767,3,img_002017,0.9902602434158325,1.0,1.0,,,,
img_000767,4,img_001004,0.9896152019500732,1.0,1.0,,,,
img_000767,5,img_001556,0.9890627861022949,1.0,1.0,,,,
img_000768,1,img_000348,0.9901857972145081,1.0,1.0,,,,
img_000768,2,img_001197,0.9884809255599976,1.0,1.0,,,,
img_000768,3,img_000363,0.9883514642715454,1.0,1.0,,,,
img_000768,4,img_000974,0.9879123568534851,1.0,1.0,,,,
img_000768,5,img_002508,0.9874796867370605,1.0,1.0,,,,
img_000769,1,img_000570,0.9779435396194458,1.0,1.0,,,,
img_000769,2,img_000402,0.9777095913887024,1.0,1.0,,,,
img_000769,3,img_001447,0.9775104522705078,1.0,1.0,,,,
img_000769,4,img_000871,0.9773330092430115,1.0,1.0,,,,
img_000769,5,img_000860,0.9768530130386353,1.0,1.0,,,,
img_000770,1,img_002787,0.9784913063049316,1.0,1.0,,,,
img_000770,2,img_002529,0.9773432612419128,1.0,1.0,,,,
img_000770,3,img_000333,0.9767897129058838,1.0,1.0,,,,
img_000770,4,img_000137,0.9765799045562744,1.0,1.0,,,,
img_000770,5,img_000082,0.9765660762786865,1.0,1.0,,,,
img_000771,1,img_002033,0.9858618974685669,1.0,1.0,,,,
img_000771,2,img_002120,0.9857734441757202,1.0,1.0,,,,
img_000771,3,img_002116,0.9855977296829224,1.0,1.0,,,,
img_000771,4,img_002484,0.9846090078353882,1.0,1.0,,,,
img_000771,5,img_001002,0.9845685958862305,1.0,1.0,,,,
img_000772,1,img_002103,0.9787154197692871,1.0,1.0,,,,
img_000772,2,img_002436,0.9784584641456604,1.0,1.0,,,,
img_000772,3,img_001405,0.9768331050872803,1.0,1.0,,,,
img_000772,4,img_001138,0.9759708642959595,1.0,1.0,,,,
img_000772,5,img_002800,0.9759036898612976,1.0,1.0,,,,
img_000773,1,img_001058,0.9883157014846802,1.0,1.0,,,,
img_000773,2,img_000481,0.9874327778816223,1.0,1.0,,,,
img_000773,3,img_001696,0.9870858192443848,1.0,1.0,,,,
img_000773,4,img_001998,0.9867731332778931,1.0,1.0,,,,
img_000773,5,img_001704,0.986626386642456,1.0,1.0,,,,
img_000774,1,img_002847,0.9903086423873901,1.0,1.0,,,,
img_000774,2,img_002784,0.986818790435791,1.0,1.0,,,,
img_000774,3,img_001427,0.9865177273750305,1.0,1.0,,,,
img_000774,4,img_000318,0.9857606887817383,1.0,1.0,,,,
img_000774,5,img_002945,0.9857504963874817,1.0,1.0,,,,
img_000775,1,img_002428,0.9854581952095032,1.0,1.0,,,,
img_000775,2,img_002262,0.9841920137405396,1.0,1.0,,,,
img_000775,3,img_000111,0.9841474294662476,1.0,1.0,,,,
img_000775,4,img_002143,0.9838331937789917,1.0,1.0,,,,
img_000775,5,img_001839,0.9833792448043823,1.0,1.0,,,,
img_000776,1,img_000803,0.9794070720672607,1.0,1.0,,,,
img_000776,2,img_001041,0.9778674244880676,1.0,1.0,,,,
img_000776,3,img_001916,0.9774124622344971,1.0,1.0,,,,
img_000776,4,img_000089,0.9758484959602356,1.0,1.0,,,,
img_000776,5,img_000285,0.9747187495231628,1.0,1.0,,,,
img_000777,1,img_001946,0.9696359634399414,1.0,1.0,,,,
img_000777,2,img_001623,0.9659491777420044,1.0,1.0,,,,
img_000777,3,img_001842,0.962403416633606,1.0,1.0,,,,
img_000777,4,img_002850,0.9617445468902588,1.0,1.0,,,,
img_000777,5,img_000132,0.9598180651664734,1.0,1.0,,,,
img_000778,1,img_000109,0.9849221110343933,1.0,1.0,,,,
img_000778,2,img_001734,0.9844262599945068,1.0,1.0,,,,
img_000778,3,img_002628,0.9839929342269897,1.0,1.0,,,,
img_000778,4,img_001391,0.983285129070282,1.0,1.0,,,,
img_000778,5,img_002038,0.982425332069397,1.0,1.0,,,,
img_000779,1,img_001793,0.9874684810638428,1.0,1.0,,,,
img_000779,2,img_001150,0.9867458343505859,1.0,1.0,,,,
img_000779,3,img_002951,0.9862505197525024,1.0,1.0,,,,
img_000779,4,img_000079,0.9856451749801636,1.0,1.0,,,,
img_000779,5,img_001884,0.9855829477310181,1.0,1.0,,,,
img_000780,1,img_000918,0.9767401218414307,1.0,1.0,,,,
img_000780,2,img_001944,0.9753745198249817,1.0,1.0,,,,
img_000780,3,img_001378,0.9749010801315308,1.0,1.0,,,,
img_000780,4,img_000856,0.9747829437255859,1.0,1.0,,,,
img_000780,5,img_002236,0.9744356870651245,1.0,1.0,,,,
img_000781,1,img_002341,0.9712256193161011,1.0,1.0,,,,
img_000781,2,img_002391,0.9711289405822754,1.0,1.0,,,,
img_000781,3,img_001019,0.9708716869354248,1.0,1.0,,,,
img_000781,4,img_000259,0.9695667028427124,1.0,1.0,,,,
img_000781,5,img_000404,0.9693353772163391,1.0,1.0,,,,
img_000782,1,img_001762,0.96830153465271,1.0,1.0,,,,
img_000782,2,img_002826,0.9645518064498901,1.0,1.0,,,,
img_000782,3,img_002932,0.9643933176994324,1.0,1.0,,,,
img_000782,4,img_000793,0.9625299572944641,1.0,1.0,,,,
img_000782,5,img_002720,0.9624963998794556,1.0,1.0,,,,
img_000783,1,img_002774,0.9859302043914795,1.0,1.0,,,,
img_000783,2,img_001948,0.9856542944908142,1.0,1.0,,,,
img_000783,3,img_001084,0.9854222536087036,1.0,1.0,,,,
img_000783,4,img_000515,0.9846634864807129,1.0,1.0,,,,
img_000783,5,img_001988,0.9844988584518433,1.0,1.0,,,,
img_000784,1,img_000934,0.9840126633644104,1.0,1.0,,,,
img_000784,2,img_002928,0.9834543466567993,1.0,1.0,,,,
img_000784,3,img_001582,0.9832150936126709,1.0,1.0,,,,
img_000784,4,img_002927,0.9819474816322327,1.0,1.0,,,,
img_000784,5,img_000380,0.9818794131278992,1.0,1.0,,,,
img_000785,1,img_002228,0.9807374477386475,1.0,1.0,,,,
img_000785,2,img_000951,0.980453372001648,1.0,1.0,,,,
img_000785,3,img_002176,0.9789544343948364,1.0,1.0,,,,
img_000785,4,img_001508,0.9774094820022583,1.0,1.0,,,,
img_000785,5,img_000168,0.9771566987037659,1.0,1.0,,,,
img_000786,1,img_000065,0.9757925271987915,1.0,1.0,,,,
img_000786,2,img_002327,0.9752417206764221,1.0,1.0,,,,
img_000786,3,img_000839,0.9752391576766968,1.0,1.0,,,,
img_000786,4,img_002144,0.974855899810791,1.0,1.0,,,,
img_000786,5,img_000380,0.9737764596939087,1.0,1.0,,,,
img_000787,1,img_001079,0.9711989164352417,1.0,1.0,,,,
img_000787,2,img_002915,0.9710419178009033,1.0,1.0,,,,
img_000787,3,img_002827,0.969868540763855,1.0,1.0,,,,
img_000787,4,img_002395,0.9693112373352051,1.0,1.0,,,,
img_000787,5,img_001426,0.9689394235610962,1.0,1.0,,,,
img_000788,1,img_001776,0.9766233563423157,1.0,1.0,,,,
img_000788,2,img_002917,0.9731482267379761,1.0,1.0,,,,
img_000788,3,img_002322,0.9726371765136719,1.0,1.0,,,,
img_000788,4,img_002171,0.9722943305969238,1.0,1.0,,,,
img_000788,5,img_002341,0.9721342325210571,1.0,1.0,,,,
img_000789,1,img_001496,0.9760745763778687,1.0,1.0,,,,
img_000789,2,img_000126,0.9723913669586182,1.0,1.0,,,,
img_000789,3,img_000903,0.9716815948486328,1.0,1.0,,,,
img_000789,4,img_002511,0.9716298580169678,1.0,1.0,,,,
img_000789,5,img_001461,0.9716173410415649,1.0,1.0,,,,
img_000790,1,img_002678,0.9911586046218872,1.0,1.0,,,,
img_000790,2,img_000408,0.9901838898658752,1.0,1.0,,,,
img_000790,3,img_000323,0.9886486530303955,1.0,1.0,,,,
img_000790,4,img_000517,0.9880666732788086,1.0,1.0,,,,
img_000790,5,img_001719,0.9880189895629883,1.0,1.0,,,,
img_000791,1,img_001925,0.9615481495857239,1.0,1.0,,,,
img_000791,2,img_002036,0.9601812958717346,1.0,1.0,,,,
img_000791,3,img_000712,0.9597523212432861,1.0,1.0,,,,
img_000791,4,img_001283,0.9594697952270508,1.0,1.0,,,,
img_000791,5,img_002776,0.9593647122383118,1.0,1.0,,,,
img_000792,1,img_000397,0.9930160045623779,1.0,1.0,,,,
img_000792,2,img_002694,0.9914825558662415,1.0,1.0,,,,
img_000792,3,img_002017,0.9911542534828186,1.0,1.0,,,,
img_000792,4,img_000574,0.9902875423431396,1.0,1.0,,,,
img_000792,5,img_002809,0.9901096820831299,1.0,1.0,,,,
img_000793,1,img_002932,0.9773107171058655,1.0,1.0,,,,
img_000793,2,img_002202,0.9767012596130371,1.0,1.0,,,,
img_000793,3,img_000625,0.9765760898590088,1.0,1.0,,,,
img_000793,4,img_002509,0.9756605625152588,1.0,1.0,,,,
img_000793,5,img_002123,0.974196195602417,1.0,1.0,,,,
img_000794,1,img_001553,0.9896020889282227,1.0,1.0,,,,
img_000794,2,img_001707,0.9894541501998901,1.0,1.0,,,,
img_000794,3,img_000506,0.9890442490577698,1.0,1.0,,,,
img_000794,4,img_001618,0.9889358282089233,1.0,1.0,,,,
img_000794,5,img_001280,0.9888338446617126,1.0,1.0,,,,
img_000795,1,img_000650,0.9730713367462158,1.0,1.0,,,,
img_000795,2,img_002264,0.971189022064209,1.0,1.0,,,,
img_000795,3,img_002980,0.9707918167114258,1.0,1.0,,,,
img_000795,4,img_002897,0.9705055952072144,1.0,1.0,,,,
img_000795,5,img_000141,0.9700376987457275,1.0,1.0,,,,
img_000796,1,img_000450,0.9793625473976135,1.0,1.0,,,,
img_000796,2,img_001047,0.9779069423675537,1.0,1.0,,,,
img_000796,3,img_000442,0.9774149656295776,1.0,1.0,,,,
img_000796,4,img_000595,0.976719319820404,1.0,1.0,,,,
img_000796,5,img_002088,0.9758930802345276,1.0,1.0,,,,
img_000797,1,img_001574,0.9900786876678467,1.0,1.0,,,,
img_000797,2,img_002933,0.9881869554519653,1.0,1.0,,,,
img_000797,3,img_001197,0.9881455302238464,1.0,1.0,,,,
img_000797,4,img_002201,0.9866493940353394,1.0,1.0,,,,
img_000797,5,img_002505,0.9864485263824463,1.0,1.0,,,,
img_000798,1,img_001055,0.9817279577255249,1.0,1.0,,,,
img_000798,2,img_000022,0.9804489016532898,1.0,1.0,,,,
img_000798,3,img_002888,0.9796568155288696,1.0,1.0,,,,
img_000798,4,img_001228,0.9795438051223755,1.0,1.0,,,,
img_000798,5,img_001898,0.9792991876602173,1.0,1.0,,,,
img_000799,1,img_002016,0.9870663285255432,1.0,1.0,,,,
img_000799,2,img_001597,0.9856939315795898,1.0,1.0,,,,
img_000799,3,img_002856,0.9852027297019958,1.0,1.0,,,,
img_000799,4,img_000810,0.9851923584938049,1.0,1.0,,,,
img_000799,5,img_001144,0.9851192235946655,1.0,1.0,,,,
img_000800,1,img_002839,0.9821124076843262,1.0,1.0,,,,
img_000800,2,img_002500,0.979591965675354,1.0,1.0,,,,
img_000800,3,img_000712,0.9766714572906494,1.0,1.0,,,,
img_000800,4,img_001753,0.9762569665908813,1.0,1.0,,,,
img_000800,5,img_001855,0.9759001731872559,1.0,1.0,,,,
img_000801,1,img_000892,0.9866968393325806,1.0,1.0,,,,
img_000801,2,img_001389,0.9863870143890381,1.0,1.0,,,,
img_000801,3,img_002176,0.9839738607406616,1.0,1.0,,,,
img_000801,4,img_000496,0.9839328527450562,1.0,1.0,,,,
img_000801,5,img_000813,0.9839275479316711,1.0,1.0,,,,
img_000802,1,img_000045,0.9750567674636841,1.0,1.0,,,,
img_000802,2,img_001051,0.9742422103881836,1.0,1.0,,,,
img_000802,3,img_002170,0.9742207527160645,1.0,1.0,,,,
img_000802,4,img_000142,0.9734290838241577,1.0,1.0,,,,
img_000802,5,img_002257,0.973366379737854,1.0,1.0,,,,
img_000803,1,img_001035,0.9876611232757568,1.0,1.0,,,,
img_000803,2,img_001506,0.9854269027709961,1.0,1.0,,,,
img_000803,3,img_000974,0.98542320728302,1.0,1.0,,,,
img_000803,4,img_000639,0.9853274822235107,1.0,1.0,,,,
img_000803,5,img_000207,0.984687328338623,1.0,1.0,,,,
img_000804,1,img_000538,0.9853490591049194,1.0,1.0,,,,
img_000804,2,img_001959,0.9841839075088501,1.0,1.0,,,,
img_000804,3,img_000477,0.9841430187225342,1.0,1.0,,,,
img_000804,4,img_000362,0.983832597732544,1.0,1.0,,,,
img_000804,5,img_000851,0.9820854663848877,1.0,1.0,,,,
img_000805,1,img_000162,0.9814122319221497,1.0,1.0,,,,
img_000805,2,img_002532,0.9785815477371216,1.0,1.0,,,,
img_000805,3,img_001899,0.9778205156326294,1.0,1.0,,,,
img_000805,4,img_002072,0.9771888852119446,1.0,1.0,,,,
img_000805,5,img_002822,0.9768010973930359,1.0,1.0,,,,
img_000806,1,img_000813,0.9829665422439575,1.0,1.0,,,,
img_000806,2,img_000892,0.9820957183837891,1.0,1.0,,,,
img_000806,3,img_001863,0.9805481433868408,1.0,1.0,,,,
img_000806,4,img_002176,0.9802355766296387,1.0,1.0,,,,
img_000806,5,img_001228,0.9802291989326477,1.0,1.0,,,,
img_000807,1,img_000330,0.9745774269104004,1.0,1.0,,,,
img_000807,2,img_001703,0.9718475341796875,1.0,1.0,,,,
img_000807,3,img_000094,0.9718436002731323,1.0,1.0,,,,
img_000807,4,img_000141,0.9716424942016602,1.0,1.0,,,,
img_000807,5,img_000766,0.9711362719535828,1.0,1.0,,,,
img_000808,1,img_001726,0.9890363812446594,1.0,1.0,,,,
img_000808,2,img_001489,0.9882341027259827,1.0,1.0,,,,
img_000808,3,img_002378,0.9880683422088623,1.0,1.0,,,,
img_000808,4,img_001351,0.9877487421035767,1.0,1.0,,,,
img_000808,5,img_002199,0.9872236251831055,1.0,1.0,,,,
img_000809,1,img_000927,0.9870637655258179,1.0,1.0,,,,
img_000809,2,img_000323,0.9847471714019775,1.0,1.0,,,,
img_000809,3,img_001364,0.9845748543739319,1.0,1.0,,,,
img_000809,4,img_000125,0.9841250777244568,1.0,1.0,,,,
img_000809,5,img_000940,0.9839259386062622,1.0,1.0,,,,
img_000810,1,img_001692,0.9880664348602295,1.0,1.0,,,,
img_000810,2,img_000417,0.9875038862228394,1.0,1.0,,,,
img_000810,3,img_000283,0.9862677454948425,1.0,1.0,,,,
img_000810,4,img_002927,0.9861040115356445,1.0,1.0,,,,
img_000810,5,img_000865,0.9860794544219971,1.0,1.0,,,,
img_000811,1,img_000831,0.9723016023635864,1.0,1.0,,,,
img_000811,2,img_001156,0.9720593690872192,1.0,1.0,,,,
img_000811,3,img_001881,0.9719443321228027,1.0,1.0,,,,
img_000811,4,img_001683,0.9708751440048218,1.0,1.0,,,,
img_000811,5,img_002120,0.9706219434738159,1.0,1.0,,,,
img_000812,1,img_001878,0.9831650257110596,1.0,1.0,,,,
img_000812,2,img_002693,0.9825074672698975,1.0,1.0,,,,
img_000812,3,img_001106,0.9816949367523193,1.0,1.0,,,,
img_000812,4,img_001642,0.9813575744628906,1.0,1.0,,,,
img_000812,5,img_000975,0.9813508987426758,1.0,1.0,,,,
img_000813,1,img_001279,0.9909877181053162,1.0,1.0,,,,
img_000813,2,img_001738,0.9909485578536987,1.0,1.0,,,,
img_000813,3,img_001354,0.9897446036338806,1.0,1.0,,,,
img_000813,4,img_000956,0.9892309904098511,1.0,1.0,,,,
img_000813,5,img_000333,0.9892169237136841,1.0,1.0,,,,
img_000814,1,img_001768,0.9702639579772949,1.0,1.0,,,,
img_000814,2,img_000111,0.9702143669128418,1.0,1.0,,,,
img_000814,3,img_000126,0.9680976867675781,1.0,1.0,,,,
img_000814,4,img_000570,0.9670906066894531,1.0,1.0,,,,
img_000814,5,img_000640,0.9668189287185669,1.0,1.0,,,,
img_000815,1,img_000183,0.9590158462524414,1.0,1.0,,,,
img_000815,2,img_000083,0.9557256698608398,1.0,1.0,,,,
img_000815,3,img_001126,0.9528873562812805,1.0,1.0,,,,
img_000815,4,img_000307,0.9523353576660156,1.0,1.0,,,,
img_000815,5,img_000946,0.9490225315093994,1.0,1.0,,,,
img_000816,1,img_001352,0.9872931838035583,1.0,1.0,,,,
img_000816,2,img_001082,0.9871759414672852,1.0,1.0,,,,
img_000816,3,img_000904,0.9870026111602783,1.0,1.0,,,,
img_000816,4,img_002259,0.9869857430458069,1.0,1.0,,,,
img_000816,5,img_001642,0.9867849349975586,1.0,1.0,,,,
img_000817,1,img_000783,0.9828512668609619,1.0,1.0,,,,
img_000817,2,img_001948,0.9803491830825806,1.0,1.0,,,,
img_000817,3,img_001945,0.9800610542297363,1.0,1.0,,,,
img_000817,4,img_001084,0.9796829223632812,1.0,1.0,,,,
img_000817,5,img_000339,0.9794731140136719,1.0,1.0,,,,
img_000818,1,img_000906,0.9795006513595581,1.0,1.0,,,,
img_000818,2,img_000269,0.9780243635177612,1.0,1.0,,,,
img_000818,3,img_002237,0.9774284362792969,1.0,1.0,,,,
img_000818,4,img_001100,0.9770975112915039,1.0,1.0,,,,
img_000818,5,img_001504,0.9769903421401978,1.0,1.0,,,,
img_000819,1,img_002795,0.9849867820739746,1.0,1.0,,,,
img_000819,2,img_001244,0.9826761484146118,1.0,1.0,,,,
img_000819,3,img_001270,0.9824199676513672,1.0,1.0,,,,
img_000819,4,img_002068,0.9821628332138062,1.0,1.0,,,,
img_000819,5,img_000563,0.9818928241729736,1.0,1.0,,,,
img_000820,1,img_000206,0.9718611836433411,1.0,1.0,,,,
img_000820,2,img_000671,0.9697446823120117,1.0,1.0,,,,
img_000820,3,img_000325,0.9696934223175049,1.0,1.0,,,,
img_000820,4,img_001812,0.9690717458724976,1.0,1.0,,,,
img_000820,5,img_002700,0.9688293933868408,1.0,1.0,,,,
img_000821,1,img_000587,0.9643766283988953,1.0,1.0,,,,
img_000821,2,img_002759,0.9618160724639893,1.0,1.0,,,,
img_000821,3,img_000391,0.9613739848136902,1.0,1.0,,,,
img_000821,4,img_002884,0.9611564874649048,1.0,1.0,,,,
img_000821,5,img_000158,0.9608993530273438,1.0,1.0,,,,
img_000822,1,img_000896,0.9647026658058167,1.0,1.0,,,,
img_000822,2,img_001557,0.9646045565605164,1.0,1.0,,,,
img_000822,3,img_002478,0.9639939069747925,1.0,1.0,,,,
img_000822,4,img_002937,0.9631617069244385,1.0,1.0,,,,
img_000822,5,img_000069,0.9624666571617126,1.0,1.0,,,,
img_000823,1,img_002658,0.98738694190979,1.0,1.0,,,,
img_000823,2,img_002695,0.9868060350418091,1.0,1.0,,,,
img_000823,3,img_000667,0.9853832721710205,1.0,1.0,,,,
img_000823,4,img_000231,0.9852102994918823,1.0,1.0,,,,
img_000823,5,img_001369,0.9851548075675964,1.0,1.0,,,,
img_000824,1,img_000676,0.9811811447143555,1.0,1.0,,,,
img_000824,2,img_000783,0.9807472229003906,1.0,1.0,,,,
img_000824,3,img_001360,0.9799667596817017,1.0,1.0,,,,
img_000824,4,img_001607,0.9793908596038818,1.0,1.0,,,,
img_000824,5,img_001720,0.9788556694984436,1.0,1.0,,,,
img_000825,1,img_000029,0.987177312374115,1.0,1.0,,,,
img_000825,2,img_000334,0.986782431602478,1.0,1.0,,,,
img_000825,3,img_002017,0.9866359233856201,1.0,1.0,,,,
img_000825,4,img_000716,0.9863667488098145,1.0,1.0,,,,
img_000825,5,img_001046,0.9861921668052673,1.0,1.0,,,,
img_000826,1,img_001842,0.9715992212295532,1.0,1.0,,,,
img_000826,2,img_002783,0.9695074558258057,1.0,1.0,,,,
img_000826,3,img_002811,0.9652777314186096,1.0,1.0,,,,
img_000826,4,img_000696,0.9649912714958191,1.0,1.0,,,,
img_000826,5,img_000155,0.9640304446220398,1.0,1.0,,,,
img_000827,1,img_000278,0.9814908504486084,1.0,1.0,,,,
img_000827,2,img_002671,0.9790939688682556,1.0,1.0,,,,
img_000827,3,img_000561,0.978660523891449,1.0,1.0,,,,
img_000827,4,img_002856,0.97838294506073,1.0,1.0,,,,
img_000827,5,img_002534,0.978182852268219,1.0,1.0,,,,
img_000828,1,img_002462,0.9871814846992493,1.0,1.0,,,,
img_000828,2,img_002566,0.9834501147270203,1.0,1.0,,,,
img_000828,3,img_002151,0.982093334197998,1.0,1.0,,,,
img_000828,4,img_002186,0.9801584482192993,1.0,1.0,,,,
img_000828,5,img_000860,0.9796270132064819,1.0,1.0,,,,
img_000829,1,img_001621,0.9889969825744629,1.0,1.0,,,,
img_000829,2,img_001702,0.9888219237327576,1.0,1.0,,,,
img_000829,3,img_000407,0.9884717464447021,1.0,1.0,,,,
img_000829,4,img_001208,0.9881620407104492,1.0,1.0,,,,
img_000829,5,img_001890,0.9877239465713501,1.0,1.0,,,,
img_000830,1,img_001578,0.9850254058837891,1.0,1.0,,,,
img_000830,2,img_002147,0.9846162796020508,1.0,1.0,,,,
img_000830,3,img_001334,0.9844147562980652,1.0,1.0,,,,
img_000830,4,img_000055,0.9844087362289429,1.0,1.0,,,,
img_000830,5,img_002076,0.9843080043792725,1.0,1.0,,,,
img_000831,1,img_000088,0.9826416969299316,1.0,1.0,,,,
img_000831,2,img_000271,0.979569673538208,1.0,1.0,,,,
